WHC -- Worker xxxxhiring country,WES -- Status,WSS -- Worker citizenship status,WNY -- Worker Nationality,WRP -- Does worker require permit,WPT -- Permit Type,WAWP -- Worker has an active work permit,WMLE -- Worker has multiple employers,WFN -- Worker first name,WLN -- Worker last name,WFNA -- Worker first name in alternate language,WLNA -- Worker last name in alternate language,WEL -- Worker email,WJT -- Worker job title,WJTA -- Worker job title in alternate language,WJD -- Worker job description,WJDA -- Worker job description in alternate language,WEID -- Worker employee internal ID,WMN -- Worker reporting manager name,WMR -- Worker reporting manager role,WME -- Worker reporting manager email,WCT -- Worker contract type,WCXT -- Worker contract term,WSD -- Worker contract start date,WED -- Worker contract end date,WET -- Worker employment type,WFST -- Worker full time employment start time,WFET -- Worker full time employment end time,WHRW -- Worker hours per week,WTN -- Worker termination notice period,WTNU -- Worker termination notice unit,WCW -- Do you allow AYP to contact worker,WPA -- Worker workplace address is,WAO -- Eligible for additional income,WAD -- Additional income description,WPO -- Eligible for paid expenses,WPD -- Paid expenses description,WOO -- Entitled to overtime,WOD -- Overtime description,WSDMO -- Worker monday schedule,WSDTU -- Worker tuesday schedule,WSDWE -- Worker wednesday schedule,WSDTH -- Worker thursday schedule,WSDFR -- Worker friday schedule,WSDSA -- Worker saturday schedule,WSDSU -- Worker sunday schedule,WIO -- Eligible for insurance,WIS -- Insurance selection,WPPD -- Probation period,WPPU -- Probation period unit,WPLD -- Paid time off (days),WSTD -- Sick time off (days) ,DCC -- Dialing code for contact number,WNUM -- Worker contact number,WDOB -- Worker date of birth,WGEN -- Worker gender,WMAR -- Worker marital status,WND -- Worker number of dependents,WRG -- Worker religion,WRC -- Worker race,WID -- Worker national ID,WNI -- Worker national ID issue date,WNII -- Worker national ID place of issue,WNIIA -- Worker national id place of issue in alternate language,WPN -- Worker passport number,WPID -- Worker passport issued date,WPII -- Worker passport place of issue,WPIIA -- Worker passport place of issue in alternate language,WAL -- Worker address line,WAC -- Worker address city,WAS -- Worker address state,WPC -- Worker address postal code,WALA -- Worker address line in alternate language,WACA -- Worker address city in alternate language,WASA -- Worker address state in alternate language,WPCA -- Worker address postal code in alternate language,WEN -- Worker emergency contact name,WER -- Worker emergency contact relationship,DCE -- Dialing code for emergency contact number,WEC -- Worker emergency contact number,WLP -- Worker latest permit ID,WPI -- Worker latest permit issued date,WPP -- Worker latest permit place of issue,WPPA -- Worker latest permit place of issue in alternate language,WCSR -- Worker payment currency,WSPH -- Worker salary per hour,WSPM -- Worker salary per month,WSPB -- Worker salary payable date of the month,WPYM -- Worker payment option,WSPP -- Worker payment schedule,WTD -- Worker termination date,WLPD -- Worker last payment date,WTXI -- Worker Tax ID,WXR -- Worker qualification for tax residency,WMPF -- Worker MPF ID (Country specific),WBB -- Worker bank beneficiary name,WBA -- Worker bank account number,WBN -- Worker bank name,WBC -- Worker bank code,WBS -- Worker bank SWIFT/BIC code,WBI -- Worker IBAN code,ECSD -- Employer contract sign date,WCSD -- Worker contract sign date
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0049,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 48 months, 2023-04-60, 2024-04-59,FULL_TIME -- Full Time,6:00:00,14:30:00,85,135,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,105,DAY -- Day,20000045,300045,,, 1999-01-75,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432489, 2023-02-57,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2545,400045,73,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-59, 2024-04-59,HKB3243289,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3290,, 2023-04-60,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0050,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 49 months, 2023-04-61, 2024-04-60,FULL_TIME -- Full Time,7:00:00,15:30:00,86,136,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,106,DAY -- Day,20000046,300046,,, 1999-01-76,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432490, 2023-02-58,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2546,400046,74,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-60, 2024-04-60,HKB3243290,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3291,, 2023-04-61,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0051,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 50 months, 2023-04-62, 2024-04-61,FULL_TIME -- Full Time,8:00:00,16:30:00,87,137,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,107,DAY -- Day,20000047,300047,,, 1999-01-77,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432491, 2023-02-59,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2547,400047,75,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-61, 2024-04-61,HKB3243291,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3292,, 2023-04-62,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0052,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 51 months, 2023-04-63, 2024-04-62,FULL_TIME -- Full Time,9:00:00,17:30:00,88,138,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,108,DAY -- Day,20000048,300048,,, 1999-01-78,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432492, 2023-02-60,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2548,400048,76,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-62, 2024-04-62,HKB3243292,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3293,, 2023-04-63,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0053,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 52 months, 2023-04-64, 2024-04-63,FULL_TIME -- Full Time,10:00:00,18:30:00,89,139,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,109,DAY -- Day,20000049,300049,,, 1999-01-79,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432493, 2023-02-61,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2549,400049,77,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-63, 2024-04-63,HKB3243293,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3294,, 2023-04-64,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0054,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 53 months, 2023-04-65, 2024-04-64,FULL_TIME -- Full Time,11:00:00,19:30:00,90,140,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,110,DAY -- Day,20000050,300050,,, 1999-01-80,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432494, 2023-02-62,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2550,400050,78,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-64, 2024-04-64,HKB3243294,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3295,, 2023-04-65,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0055,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 54 months, 2023-04-66, 2024-04-65,FULL_TIME -- Full Time,12:00:00,20:30:00,91,141,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,111,DAY -- Day,20000051,300051,,, 1999-01-81,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432495, 2023-02-63,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2551,400051,79,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-65, 2024-04-65,HKB3243295,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3296,, 2023-04-66,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0056,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 55 months, 2023-04-67, 2024-04-66,FULL_TIME -- Full Time,13:00:00,21:30:00,92,142,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,112,DAY -- Day,20000052,300052,,, 1999-01-82,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432496, 2023-02-64,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2552,400052,80,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-66, 2024-04-66,HKB3243296,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3297,, 2023-04-67,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0057,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 56 months, 2023-04-68, 2024-04-67,FULL_TIME -- Full Time,14:00:00,22:30:00,93,143,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,113,DAY -- Day,20000053,300053,,, 1999-01-83,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432497, 2023-02-65,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2553,400053,81,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-67, 2024-04-67,HKB3243297,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3298,, 2023-04-68,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0058,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 57 months, 2023-04-69, 2024-04-68,FULL_TIME -- Full Time,15:00:00,23:30:00,94,144,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,114,DAY -- Day,20000054,300054,,, 1999-01-84,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432498, 2023-02-66,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2554,400054,82,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-68, 2024-04-68,HKB3243298,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3299,, 2023-04-69,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0059,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 58 months, 2023-04-70, 2024-04-69,FULL_TIME -- Full Time,16:00:00,0:30:00,95,145,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,115,DAY -- Day,20000055,300055,,, 1999-01-85,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432499, 2023-02-67,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2555,400055,83,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-69, 2024-04-69,HKB3243299,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3300,, 2023-04-70,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0060,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 59 months, 2023-04-71, 2024-04-70,FULL_TIME -- Full Time,17:00:00,1:30:00,96,146,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,116,DAY -- Day,20000056,300056,,, 1999-01-86,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432500, 2023-02-68,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2556,400056,84,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-70, 2024-04-70,HKB3243300,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3301,, 2023-04-71,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0061,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 60 months, 2023-04-72, 2024-04-71,FULL_TIME -- Full Time,18:00:00,2:30:00,97,147,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,117,DAY -- Day,20000057,300057,,, 1999-01-87,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432501, 2023-02-69,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2557,400057,85,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-71, 2024-04-71,HKB3243301,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3302,, 2023-04-72,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0062,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 61 months, 2023-04-73, 2024-04-72,FULL_TIME -- Full Time,19:00:00,3:30:00,98,148,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,118,DAY -- Day,20000058,300058,,, 1999-01-88,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432502, 2023-02-70,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2558,400058,86,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-72, 2024-04-72,HKB3243302,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3303,, 2023-04-73,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0063,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 62 months, 2023-04-74, 2024-04-73,FULL_TIME -- Full Time,20:00:00,4:30:00,99,149,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,119,DAY -- Day,20000059,300059,,, 1999-01-89,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432503, 2023-02-71,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2559,400059,87,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-73, 2024-04-73,HKB3243303,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3304,, 2023-04-74,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0064,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 63 months, 2023-04-75, 2024-04-74,FULL_TIME -- Full Time,21:00:00,5:30:00,100,150,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,120,DAY -- Day,20000060,300060,,, 1999-01-90,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432504, 2023-02-72,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2560,400060,88,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-74, 2024-04-74,HKB3243304,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3305,, 2023-04-75,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0065,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 64 months, 2023-04-76, 2024-04-75,FULL_TIME -- Full Time,22:00:00,6:30:00,101,151,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,121,DAY -- Day,20000061,300061,,, 1999-01-91,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432505, 2023-02-73,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2561,400061,89,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-75, 2024-04-75,HKB3243305,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3306,, 2023-04-76,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0066,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 65 months, 2023-04-77, 2024-04-76,FULL_TIME -- Full Time,23:00:00,7:30:00,102,152,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,122,DAY -- Day,20000062,300062,,, 1999-01-92,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432506, 2023-02-74,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2562,400062,90,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-76, 2024-04-76,HKB3243306,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3307,, 2023-04-77,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0067,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 66 months, 2023-04-78, 2024-04-77,FULL_TIME -- Full Time,0:00:00,8:30:00,103,153,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,123,DAY -- Day,20000063,300063,,, 1999-01-93,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432507, 2023-02-75,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2563,400063,91,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-77, 2024-04-77,HKB3243307,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3308,, 2023-04-78,
